""	"word"	"tag"	"age"	"mlu"	"speaker"	"corpus"	"child"	"sent"	"lastsent"
"9372"	"black"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"84"	"-1"
"9373"	"blue"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"83"	"-1"
"9374"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"118"	"-1"
"9375"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"120"	"118"
"9376"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"121"	"120"
"9377"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"122"	"121"
"9378"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"123"	"122"
"9379"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"124"	"123"
"9380"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"125"	"124"
"9381"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"126"	"125"
"9382"	"boo"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"127"	"126"
"9383"	"book"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"1"	"-1"
"9384"	"book"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"1"
"9385"	"book"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"4"
"9386"	"bout"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"199"	"-1"
"9387"	"brown"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"85"	"-1"
"9388"	"buddy"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"7"	"-1"
"9389"	"buddy"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"8"	"7"
"9390"	"but"	"conj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"61"	"-1"
"9391"	"but"	"conj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"170"	"61"
"9392"	"but"	"conj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"198"	"170"
"9393"	"but"	"conj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"202"	"198"
"9394"	"butter"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"93"	"-1"
"9395"	"butter"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"94"	"93"
"9396"	"by"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"59"	"-1"
"9397"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"58"	"-1"
"9398"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"62"	"58"
"9399"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"63"	"62"
"9400"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"129"	"63"
"9401"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"137"	"129"
"9402"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"138"	"137"
"9403"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"140"	"138"
"9404"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"141"	"140"
"9405"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"144"	"141"
"9406"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"149"	"144"
"9407"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"153"	"149"
"9408"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"154"	"153"
"9409"	"can"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"200"	"154"
"9410"	"car"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"76"	"-1"
"9411"	"car"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"92"	"76"
"9412"	"car"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"93"	"92"
"9413"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"15"	"-1"
"9414"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"61"	"15"
"9415"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"89"	"61"
"9416"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"101"	"89"
"9417"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"117"	"101"
"9418"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"202"	"117"
"9419"	"chew"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"203"	"202"
"9420"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"55"	"-1"
"9421"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"56"	"55"
"9422"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"114"	"56"
"9423"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"121"	"114"
"9424"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"135"	"121"
"9425"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"136"	"135"
"9426"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"147"	"136"
"9427"	"chi"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"184"	"147"
"9428"	"color"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"10"	"-1"
"9429"	"color"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"10"
"9430"	"color"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"81"	"77"
"9431"	"come"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"116"	"-1"
"9432"	"come"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"161"	"-1"
"9433"	"cool"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"170"	"-1"
"9434"	"cow"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"28"	"-1"
"9435"	"cute"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"68"	"-1"
"9436"	"cute"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"69"	"68"
"9437"	"deform"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"188"	"-1"
"9438"	"dirt"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"188"	"-1"
"9439"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"10"	"-1"
"9440"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"70"	"10"
"9441"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"89"	"70"
"9442"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"98"	"89"
"9443"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"119"	"98"
"9444"	"do"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"185"	"119"
"9445"	"do"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"-1"
"9446"	"do"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"129"	"4"
"9447"	"do"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"131"	"129"
"9448"	"down"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"6"	"-1"
"9449"	"drool"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"66"	"-1"
"9450"	"drop"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"-1"
"9451"	"eat"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"95"	"-1"
"9452"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"19"	"-1"
"9453"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"21"	"19"
"9454"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"27"	"21"
"9455"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"29"	"27"
"9456"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"36"	"29"
"9457"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"38"	"36"
"9458"	"ee_yay_ee_yay_oh"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"45"	"38"
"9459"	"elephant"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"11"	"-1"
"9460"	"elephant"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"12"	"11"
"9461"	"else"	"post"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"99"	"-1"
"9462"	"end"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"114"	"-1"
"9463"	"everything"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"117"	"-1"
"9464"	"everywhere"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"25"	"-1"
"9465"	"everywhere"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"34"	"25"
"9466"	"everywhere"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"43"	"34"
"9467"	"except"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"46"	"-1"
"9468"	"fall"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"158"	"-1"
"9469"	"fall"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"159"	"158"
"9470"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"18"	"-1"
"9471"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"20"	"18"
"9472"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"26"	"20"
"9473"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"28"	"26"
"9474"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"35"	"28"
"9475"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"37"	"35"
"9476"	"farm"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"44"	"37"
"9477"	"fat"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"184"	"-1"
"9478"	"favorite"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"81"	"-1"
"9479"	"fit"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"114"	"-1"
"9480"	"foot"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"199"	"-1"
"9481"	"foot"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"200"	"199"
"9482"	"foot"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"201"	"200"
"9483"	"for"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"46"	"-1"
"9484"	"from"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"116"	"-1"
"9485"	"fun"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"46"	"-1"
"9486"	"fun"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"97"	"46"
"9487"	"fun"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"60"	"-1"
"9488"	"genmod"	"mod"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"61"	"-1"
"9489"	"get"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"99"	"-1"
"9490"	"get"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"-1"
"9491"	"get"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"115"	"77"
"9492"	"get"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"143"	"115"
"9493"	"get"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"144"	"143"
"9494"	"get"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"149"	"144"
"9495"	"girl"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"3"	"-1"
"9496"	"girl"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"13"	"3"
"9497"	"give"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"102"	"-1"
"9498"	"go"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"130"	"-1"
"9499"	"go"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"131"	"130"
"9500"	"go"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"132"	"131"
"9501"	"go"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"-1"
"9502"	"go"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"151"	"4"
"9503"	"go"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"152"	"151"
"9504"	"go"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"113"	"-1"
"9505"	"go"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"119"	"113"
"9506"	"go"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"142"	"119"
"9507"	"go"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"165"	"142"
"9508"	"good"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"15"	"-1"
"9509"	"good"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"60"	"15"
"9510"	"good"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"171"	"60"
"9511"	"good"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"172"	"171"
"9512"	"green"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"87"	"-1"
"9513"	"grey"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"11"	"-1"
"9514"	"grey"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"12"	"11"
"9515"	"grey"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"88"	"-1"
"9516"	"guess"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"47"	"-1"
"9517"	"hair"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"115"	"-1"
"9518"	"hair"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"116"	"115"
"9519"	"hand"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"89"	"-1"
"9520"	"hand"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"101"	"89"
"9521"	"hat"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"67"	"-1"
"9522"	"hat"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"70"	"67"
"9523"	"have"	"aux"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"99"	"-1"
"9524"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"6"	"-1"
"9525"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"10"	"6"
"9526"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"18"	"10"
"9527"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"20"	"18"
"9528"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"26"	"20"
"9529"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"28"	"26"
"9530"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"35"	"28"
"9531"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"37"	"35"
"9532"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"44"	"37"
"9533"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"58"	"44"
"9534"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"58"
"9535"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"93"	"77"
"9536"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"102"	"93"
"9537"	"have"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"183"	"102"
"9538"	"he"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"20"	"-1"
"9539"	"he"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"28"	"20"
"9540"	"he"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"37"	"28"
"9541"	"head"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"96"	"-1"
"9542"	"hello"	"co"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"50"	"-1"
"9543"	"hello"	"co"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"51"	"50"
"9544"	"hello"	"co"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"54"	"51"
"9545"	"hello"	"co"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"56"	"54"
"9546"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"6"	"-1"
"9547"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"9"	"6"
"9548"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"10"	"9"
"9549"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"22"	"10"
"9550"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"24"	"22"
"9551"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"30"	"24"
"9552"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"32"	"30"
"9553"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"39"	"32"
"9554"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"41"	"39"
"9555"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"110"	"41"
"9556"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"128"	"110"
"9557"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"139"	"128"
"9558"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"161"	"139"
"9559"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"165"	"161"
"9560"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"179"	"165"
"9561"	"here"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"184"	"179"
"9562"	"high"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"-1"
"9563"	"hmm"	""	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"5"	"-1"
"9564"	"hmm"	""	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"48"	"5"
"9565"	"hmm"	""	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"90"	"48"
"9566"	"home"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"1"	"-1"
"9567"	"home"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"103"	"1"
"9568"	"home"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"183"	"103"
"9569"	"hooray"	"int"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"147"	"-1"
"9570"	"how"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"57"	"-1"
"9571"	"how"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"182"	"57"
"9572"	"how"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"199"	"182"
"9573"	"huh"	"co"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"172"	"-1"
"9574"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"47"	"-1"
"9575"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"58"	"47"
"9576"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"59"	"58"
"9577"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"61"	"59"
"9578"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"70"	"61"
"9579"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"101"	"70"
"9580"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"117"	"101"
"9581"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"130"	"117"
"9582"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"131"	"130"
"9583"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"132"	"131"
"9584"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"196"	"132"
"9585"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"197"	"196"
"9586"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"198"	"197"
"9587"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"202"	"198"
"9588"	"i"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"203"	"202"
"9589"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"4"	"-1"
"9590"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"4"
"9591"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"78"	"77"
"9592"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"114"	"78"
"9593"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"130"	"114"
"9594"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"132"	"130"
"9595"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"180"	"132"
"9596"	"in"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"188"	"180"
"9597"	"interest"	"part"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"180"	"-1"
"9598"	"interested"	"adj"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"78"	"-1"
"9599"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"71"	"-1"
"9600"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"72"	"71"
"9601"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"75"	"72"
"9602"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"78"	"75"
"9603"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"93"	"78"
"9604"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"95"	"93"
"9605"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"102"	"95"
"9606"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"115"	"102"
"9607"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"130"	"115"
"9608"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"132"	"130"
"9609"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"137"	"132"
"9610"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"138"	"137"
"9611"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"140"	"138"
"9612"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"141"	"140"
"9613"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"158"	"141"
"9614"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"159"	"158"
"9615"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"201"	"159"
"9616"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"202"	"201"
"9617"	"it"	"pro"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"203"	"202"
"9618"	"just"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"89"	"-1"
"9619"	"just"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"101"	"89"
"9620"	"just"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"117"	"101"
"9621"	"just"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"130"	"117"
"9622"	"just"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"132"	"130"
"9623"	"kind"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"10"	"-1"
"9624"	"kind"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"49"	"10"
"9625"	"kind"	"n"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"77"	"49"
"9626"	"know"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"185"	"-1"
"9627"	"last"	"adv"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"104"	"-1"
"9628"	"let"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"95"	"-1"
"9629"	"let"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"129"	"95"
"9630"	"let"	"v"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"162"	"129"
"9631"	"like"	"prep"	"9.0"	"4.0"	"MOT"	"Rollins"	"cb09"	"1"	"-1"
